Entity Code;Imp System;Imp System Ref;Invoice Batch;Order No;Line No;Date;Customer No;Invoice Template;Ready To Invoice;Work Order;Project;Object;Object Value;Posting 1;Posting 2;XGL;Currency;Product;Product Item;XLG;Text (Imp);Pricelist;Price Group;Invoice Rule;Unit;Quantity;Cost Price;Unit Price;Discount % Imp;Discount Imp;Tax Rule;Prepaid To Bank ;Prepaid Date;Payment Ref;XIdentifier (KID);External Order Ref;Customer Name;Company No;Customer Group;Bank Account;Payment Terms;Update Address;Street Address 1;Street Address 2;Zip Code 1;Place;State;Country;InvoiceStreetAddress2Line1;InvoiceStreetAddress2Line2;InvoiceZipCode2;InvoiceCity2;InvoiceState2;InvoiceCountry2;Phone;E-mail;Language;Invoice Delivery Method;Invoice Layout;Your Ref;Ordered By;Our Sales Tmp;Our Ref Tmp;Contract;External GL;Period Start Tmp;Period Start Offset;No of Periods;Service Type;Tax Amount (VAT);Warehouse;Location;Header Info;Footer Info;Header Text Tmp;Footer Text Tmp;Dummy1;Dummy2;Dummy3;Dummy4;Dummy5;EOL
13126;Extens;;;040060953;0002;20170811;;;1;;;;;;;;NOK;7010391;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;-1.00;;654.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4870;Fevik;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040060953;0003;20170811;;;1;;;;;;;;NOK;7010399;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;262.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4870;Fevik;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061025;0001;20170811;;;1;;;;;;;;NOK;7010641;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2730.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4888;Homborsund;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061025;0002;20170811;;;1;;;;;;;;NOK;7010699;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;262.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4888;Homborsund;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040060881;0001;20170811;;;1;;;;;;;;NOK;7010241;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2184.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4886;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040060881;0002;20170811;;;1;;;;;;;;NOK;7010299;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;210.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4886;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061592;0001;20170811;;;1;;;;;;;;NOK;7010241;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2730.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4879;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061592;0002;20170811;;;1;;;;;;;;NOK;7010299;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;262.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4879;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061170;0001;20170811;;;1;;;;;;;;NOK;7010241;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2730.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4879;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061170;0002;20170811;;;1;;;;;;;;NOK;7010291;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;-1.00;;267.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4879;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061170;0003;20170811;;;1;;;;;;;;NOK;7010299;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;262.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4879;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061356;0001;20170811;;;1;;;;;;;;NOK;7010541;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2730.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4876;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061356;0002;20170811;;;1;;;;;;;;NOK;7010599;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;262.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4876;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061475;0001;20170811;;;1;;;;;;;;NOK;7010341;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2730.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4870;Fevik;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061475;0002;20170811;;;1;;;;;;;;NOK;7010399;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;262.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4870;Fevik;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061202;0001;20170811;;;1;;;;;;;;NOK;7010641;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2730.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4888;Homborsund;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061202;0002;20170811;;;1;;;;;;;;NOK;7010699;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;262.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4888;Homborsund;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061202;0003;20170811;;;1;;;;;;;;NOK;7010641;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2184.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4888;Homborsund;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061202;0004;20170811;;;1;;;;;;;;NOK;7010656;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;-1.00;;655.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4888;Homborsund;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061202;0005;20170811;;;1;;;;;;;;NOK;7010699;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;210.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4888;Homborsund;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040060711;0001;20170811;;;1;;;;;;;;NOK;7010441;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2730.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4879;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040060711;0002;20170811;;;1;;;;;;;;NOK;7010454;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;-1.00;;819.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4879;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040060711;0003;20170811;;;1;;;;;;;;NOK;7010499;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;262.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4879;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040060711;0004;20170811;;;1;;;;;;;;NOK;7010441;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2730.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4879;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040060711;0005;20170811;;;1;;;;;;;;NOK;7010499;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;262.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4879;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061410;0001;20170811;;;1;;;;;;;;NOK;7010541;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2730.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4877;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061410;0002;20170811;;;1;;;;;;;;NOK;7010591;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;-1.00;;787.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4877;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061410;0003;20170811;;;1;;;;;;;;NOK;7010591;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;-1.00;;959.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4877;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061410;0004;20170811;;;1;;;;;;;;NOK;7010599;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;262.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4877;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061386;0001;20170811;;;1;;;;;;;;NOK;7010541;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2730.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4876;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061386;0002;20170811;;;1;;;;;;;;NOK;7010591;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;-1.00;;1538.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4876;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061386;0003;20170811;;;1;;;;;;;;NOK;7010591;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;-1.00;;371.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4876;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061386;0004;20170811;;;1;;;;;;;;NOK;7010555;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;-1.00;;358.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4876;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061386;0005;20170811;;;1;;;;;;;;NOK;7010599;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;262.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4876;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061386;0006;20170811;;;1;;;;;;;;NOK;7010591;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;-1.00;;530.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4876;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061386;0007;20170811;;;1;;;;;;;;NOK;7010591;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;-1.00;;1538.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4876;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061386;0008;20170811;;;1;;;;;;;;NOK;7010541;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2730.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4876;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061386;0009;20170811;;;1;;;;;;;;NOK;7010599;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;262.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4876;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061490;0001;20170811;;;1;;;;;;;;NOK;7010641;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2730.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4887;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061490;0002;20170811;;;1;;;;;;;;NOK;7010699;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;262.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4887;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040060693;0001;20170811;;;1;;;;;;;;NOK;7010441;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2730.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4879;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040060693;0002;20170811;;;1;;;;;;;;NOK;7010499;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;262.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4879;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061510;0001;20170811;;;1;;;;;;;;NOK;7010641;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;2730.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4888;Homborsund;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061510;0002;20170811;;;1;;;;;;;;NOK;7010699;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;262.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4888;Homborsund;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061439;0001;20170811;;;1;;;;;;;;NOK;7010541;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;546.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4876;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061439;0002;20170811;;;1;;;;;;;;NOK;7010555;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;-1.00;;164.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4876;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061439;0003;20170811;;;1;;;;;;;;NOK;7010599;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;210.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4876;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
13126;Extens;;;040061439;0004;20170811;;;1;;;;;;;;NOK;7010599;;;Beskrivende tekst - tekst trenger å komme fra fagsyste, f.eks. Vigilo;;;;;1.00;;52.00;;;;;;;;;Kundenavn, person eller kommune;MottakerId - benytter personnummer, Orgnummer eller D-nummer;K1;;;;Veiadresse inkl nummer;;4876;Grimstad;;NO;;;;;;;;;;;;;;;;;;;;;;;;;Gjelder periode 201709;;;;;;;;;x
